round,from_agent,from_model,from_priming,to_agent,to_model,to_priming,amount,success
36,Agent-6,openai,neutral,Agent-10,claude,competitive,10,1
36,Agent-12,openai,competitive,Agent-5,claude,competitive,50,1
36,Agent-3,claude,neutral,Agent-2,openai,strategic,50,1
36,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
36,Agent-2,openai,strategic,Agent-3,claude,neutral,50,1
36,Agent-5,claude,competitive,Agent-12,openai,competitive,50,1
36,Agent-15,claude,cooperative,Agent-10,claude,competitive,50,1
36,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
36,Agent-14,openai,cooperative,Agent-8,claude,strategic,50,1
36,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
36,Agent-11,openai,strategic,Agent-13,openai,cooperative,50,1
36,Agent-13,openai,cooperative,Agent-11,openai,strategic,50,1
37,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
37,Agent-5,claude,competitive,Agent-12,openai,competitive,50,1
37,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
37,Agent-8,claude,strategic,Agent-6,openai,neutral,50,1
37,Agent-15,claude,cooperative,Agent-1,openai,neutral,50,1
37,Agent-13,openai,cooperative,Agent-11,openai,strategic,50,1
37,Agent-6,openai,neutral,Agent-10,claude,competitive,10,1
37,Agent-14,openai,cooperative,Agent-8,claude,strategic,50,1
37,Agent-2,openai,strategic,Agent-3,claude,neutral,50,1
37,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
37,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
37,Agent-3,claude,neutral,Agent-2,openai,strategic,50,1
37,Agent-11,openai,strategic,Agent-13,openai,cooperative,50,1
38,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
38,Agent-2,openai,strategic,Agent-7,claude,neutral,10,1
38,Agent-14,openai,cooperative,Agent-8,claude,strategic,50,1
38,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
38,Agent-15,claude,cooperative,Agent-8,claude,strategic,50,1
38,Agent-12,openai,competitive,Agent-5,claude,competitive,50,1
38,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
38,Agent-13,openai,cooperative,Agent-11,openai,strategic,50,1
38,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
38,Agent-6,openai,neutral,Agent-8,claude,strategic,50,1
38,Agent-3,claude,neutral,Agent-1,openai,neutral,50,1
38,Agent-8,claude,strategic,Agent-1,openai,neutral,50,1
38,Agent-5,claude,competitive,Agent-12,openai,competitive,50,1
39,Agent-7,claude,neutral,Agent-2,openai,strategic,5,1
39,Agent-13,openai,cooperative,Agent-11,openai,strategic,50,1
39,Agent-2,openai,strategic,Agent-3,claude,neutral,50,1
39,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
39,Agent-3,claude,neutral,Agent-1,openai,neutral,50,1
39,Agent-14,openai,cooperative,Agent-8,claude,strategic,50,1
39,Agent-8,claude,strategic,Agent-6,openai,neutral,25,1
39,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
39,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
39,Agent-5,claude,competitive,Agent-12,openai,competitive,50,1
39,Agent-15,claude,cooperative,Agent-1,openai,neutral,50,1
39,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
40,Agent-6,openai,neutral,Agent-8,claude,strategic,50,1
40,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
40,Agent-3,claude,neutral,Agent-1,openai,neutral,50,1
40,Agent-1,openai,neutral,Agent-3,claude,neutral,50,1
40,Agent-7,claude,neutral,Agent-2,openai,strategic,5,1
40,Agent-5,claude,competitive,Agent-12,openai,competitive,50,1
40,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
40,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
40,Agent-15,claude,cooperative,Agent-1,openai,neutral,50,1
40,Agent-13,openai,cooperative,Agent-11,openai,strategic,50,1
40,Agent-8,claude,strategic,Agent-1,openai,neutral,25,1
41,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
41,Agent-3,claude,neutral,Agent-2,openai,strategic,50,1
41,Agent-11,openai,strategic,Agent-13,openai,cooperative,50,1
41,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
41,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
41,Agent-1,openai,neutral,Agent-3,claude,neutral,50,1
41,Agent-15,claude,cooperative,Agent-1,openai,neutral,50,1
41,Agent-8,claude,strategic,Agent-1,openai,neutral,50,1
41,Agent-5,claude,competitive,Agent-16,openai,competitive,50,1
41,Agent-12,openai,competitive,Agent-5,claude,competitive,50,1
42,Agent-10,claude,competitive,Agent-9,claude,strategic,20,1
42,Agent-1,openai,neutral,Agent-8,claude,strategic,50,1
42,Agent-12,openai,competitive,Agent-5,claude,competitive,50,1
42,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
42,Agent-11,openai,strategic,Agent-13,openai,cooperative,50,1
42,Agent-3,claude,neutral,Agent-2,openai,strategic,50,1
42,Agent-2,openai,strategic,Agent-3,claude,neutral,10,1
42,Agent-15,claude,cooperative,Agent-8,claude,strategic,50,1
42,Agent-6,openai,neutral,Agent-10,claude,competitive,5,1
42,Agent-5,claude,competitive,Agent-12,openai,competitive,50,1
42,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
42,Agent-8,claude,strategic,Agent-6,openai,neutral,50,1
43,Agent-3,claude,neutral,Agent-2,openai,strategic,50,1
43,Agent-15,claude,cooperative,Agent-1,openai,neutral,50,1
43,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
43,Agent-11,openai,strategic,Agent-13,openai,cooperative,50,1
43,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
43,Agent-8,claude,strategic,Agent-15,claude,cooperative,50,1
43,Agent-10,claude,competitive,Agent-9,claude,strategic,15,1
43,Agent-1,openai,neutral,Agent-3,claude,neutral,50,1
43,Agent-16,openai,competitive,Agent-5,claude,competitive,10,1
43,Agent-13,openai,cooperative,Agent-11,openai,strategic,50,1
43,Agent-2,openai,strategic,Agent-3,claude,neutral,50,1
43,Agent-5,claude,competitive,Agent-12,openai,competitive,50,1
43,Agent-14,openai,cooperative,Agent-4,claude,cooperative,10,1
43,Agent-12,openai,competitive,Agent-5,claude,competitive,50,1
44,Agent-15,claude,cooperative,Agent-8,claude,strategic,50,1
44,Agent-8,claude,strategic,Agent-15,claude,cooperative,50,1
44,Agent-10,claude,competitive,Agent-9,claude,strategic,10,1
44,Agent-6,openai,neutral,Agent-10,claude,competitive,10,1
44,Agent-3,claude,neutral,Agent-9,claude,strategic,50,1
44,Agent-5,claude,competitive,Agent-12,openai,competitive,50,1
44,Agent-13,openai,cooperative,Agent-11,openai,strategic,50,1
44,Agent-14,openai,cooperative,Agent-4,claude,cooperative,10,1
44,Agent-2,openai,strategic,Agent-7,claude,neutral,1,1
44,Agent-12,openai,competitive,Agent-5,claude,competitive,50,1
44,Agent-4,claude,cooperative,Agent-9,claude,strategic,20,1
44,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
44,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
45,Agent-10,claude,competitive,Agent-9,claude,strategic,15,1
45,Agent-1,openai,neutral,Agent-2,openai,strategic,50,1
45,Agent-16,openai,competitive,Agent-5,claude,competitive,5,1
45,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
45,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
45,Agent-15,claude,cooperative,Agent-8,claude,strategic,50,1
45,Agent-5,claude,competitive,Agent-12,openai,competitive,50,1
45,Agent-2,openai,strategic,Agent-1,openai,neutral,50,1
45,Agent-8,claude,strategic,Agent-6,openai,neutral,50,1
45,Agent-7,claude,neutral,Agent-2,openai,strategic,1,1
45,Agent-3,claude,neutral,Agent-2,openai,strategic,50,1
45,Agent-6,openai,neutral,Agent-10,claude,competitive,10,1
45,Agent-13,openai,cooperative,Agent-11,openai,strategic,50,1
46,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
46,Agent-8,claude,strategic,Agent-11,openai,strategic,50,1
46,Agent-5,claude,competitive,Agent-16,openai,competitive,50,1
46,Agent-10,claude,competitive,Agent-15,claude,cooperative,50,1
46,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
46,Agent-13,openai,cooperative,Agent-11,openai,strategic,50,1
46,Agent-1,openai,neutral,Agent-2,openai,strategic,50,1
46,Agent-15,claude,cooperative,Agent-8,claude,strategic,50,1
46,Agent-3,claude,neutral,Agent-2,openai,strategic,50,1
46,Agent-11,openai,strategic,Agent-6,openai,neutral,10,1
47,Agent-3,claude,neutral,Agent-2,openai,strategic,50,1
47,Agent-10,claude,competitive,Agent-15,claude,cooperative,50,1
47,Agent-8,claude,strategic,Agent-14,openai,cooperative,50,1
47,Agent-5,claude,competitive,Agent-16,openai,competitive,50,1
47,Agent-15,claude,cooperative,Agent-8,claude,strategic,50,1
47,Agent-2,openai,strategic,Agent-1,openai,neutral,50,1
47,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
47,Agent-11,openai,strategic,Agent-8,claude,strategic,50,1
47,Agent-6,openai,neutral,Agent-11,openai,strategic,10,1
47,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
48,Agent-3,claude,neutral,Agent-9,claude,strategic,25,1
48,Agent-14,openai,cooperative,Agent-8,claude,strategic,10,1
48,Agent-11,openai,strategic,Agent-6,openai,neutral,10,1
48,Agent-8,claude,strategic,Agent-11,openai,strategic,50,1
48,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
48,Agent-1,openai,neutral,Agent-3,claude,neutral,10,1
48,Agent-13,openai,cooperative,Agent-3,claude,neutral,10,1
48,Agent-16,openai,competitive,Agent-5,claude,competitive,50,1
48,Agent-15,claude,cooperative,Agent-8,claude,strategic,50,1
48,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
48,Agent-12,openai,competitive,Agent-5,claude,competitive,50,1
48,Agent-6,openai,neutral,Agent-11,openai,strategic,10,1
48,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
48,Agent-5,claude,competitive,Agent-12,openai,competitive,25,1
49,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
49,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
49,Agent-13,openai,cooperative,Agent-3,claude,neutral,5,1
49,Agent-3,claude,neutral,Agent-9,claude,strategic,50,1
49,Agent-1,openai,neutral,Agent-3,claude,neutral,5,1
49,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
49,Agent-12,openai,competitive,Agent-5,claude,competitive,25,1
49,Agent-6,openai,neutral,Agent-11,openai,strategic,10,1
49,Agent-11,openai,strategic,Agent-6,openai,neutral,10,1
49,Agent-8,claude,strategic,Agent-1,openai,neutral,50,1
49,Agent-15,claude,cooperative,Agent-8,claude,strategic,50,1
49,Agent-5,claude,competitive,Agent-12,openai,competitive,50,1
50,Agent-6,openai,neutral,Agent-11,openai,strategic,10,1
50,Agent-5,claude,competitive,Agent-12,openai,competitive,50,1
50,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
50,Agent-3,claude,neutral,Agent-9,claude,strategic,50,1
50,Agent-8,claude,strategic,Agent-14,openai,cooperative,50,1
50,Agent-1,openai,neutral,Agent-3,claude,neutral,5,1
50,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
50,Agent-14,openai,cooperative,Agent-8,claude,strategic,10,1
50,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
50,Agent-15,claude,cooperative,Agent-10,claude,competitive,50,1
50,Agent-11,openai,strategic,Agent-6,openai,neutral,10,1
50,Agent-2,openai,strategic,Agent-7,claude,neutral,1,1
51,Agent-11,openai,strategic,Agent-6,openai,neutral,10,1
51,Agent-9,claude,strategic,Agent-10,claude,competitive,50,1
51,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
51,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
51,Agent-15,claude,cooperative,Agent-10,claude,competitive,50,1
51,Agent-1,openai,neutral,Agent-8,claude,strategic,5,1
51,Agent-5,claude,competitive,Agent-12,openai,competitive,50,1
51,Agent-3,claude,neutral,Agent-1,openai,neutral,20,1
51,Agent-8,claude,strategic,Agent-1,openai,neutral,50,1
51,Agent-2,openai,strategic,Agent-7,claude,neutral,1,1
52,Agent-5,claude,competitive,Agent-12,openai,competitive,20,1
52,Agent-1,openai,neutral,Agent-3,claude,neutral,20,1
52,Agent-11,openai,strategic,Agent-6,openai,neutral,10,1
52,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
52,Agent-8,claude,strategic,Agent-15,claude,cooperative,50,1
52,Agent-3,claude,neutral,Agent-1,openai,neutral,50,1
52,Agent-15,claude,cooperative,Agent-8,claude,strategic,10,1
52,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
52,Agent-7,claude,neutral,Agent-2,openai,strategic,1,1
52,Agent-14,openai,cooperative,Agent-4,claude,cooperative,10,1
52,Agent-9,claude,strategic,Agent-10,claude,competitive,50,1
53,Agent-6,openai,neutral,Agent-11,openai,strategic,10,1
53,Agent-5,claude,competitive,Agent-12,openai,competitive,50,1
53,Agent-3,claude,neutral,Agent-1,openai,neutral,50,1
53,Agent-8,claude,strategic,Agent-15,claude,cooperative,50,1
53,Agent-9,claude,strategic,Agent-10,claude,competitive,50,1
53,Agent-13,openai,cooperative,Agent-3,claude,neutral,1,1
53,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
53,Agent-15,claude,cooperative,Agent-8,claude,strategic,10,1
53,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
53,Agent-2,openai,strategic,Agent-7,claude,neutral,1,1
54,Agent-15,claude,cooperative,Agent-8,claude,strategic,5,1
54,Agent-4,claude,cooperative,Agent-9,claude,strategic,20,1
54,Agent-3,claude,neutral,Agent-13,openai,cooperative,1,1
54,Agent-7,claude,neutral,Agent-2,openai,strategic,1,1
54,Agent-6,openai,neutral,Agent-11,openai,strategic,10,1
54,Agent-5,claude,competitive,Agent-12,openai,competitive,50,1
54,Agent-8,claude,strategic,Agent-15,claude,cooperative,50,1
54,Agent-2,openai,strategic,Agent-7,claude,neutral,1,1
54,Agent-14,openai,cooperative,Agent-4,claude,cooperative,10,1
54,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
54,Agent-1,openai,neutral,Agent-3,claude,neutral,50,1
54,Agent-9,claude,strategic,Agent-10,claude,competitive,50,1
54,Agent-16,openai,competitive,Agent-15,claude,cooperative,5,1
55,Agent-2,openai,strategic,Agent-7,claude,neutral,1,1
55,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
55,Agent-13,openai,cooperative,Agent-3,claude,neutral,5,1
55,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
55,Agent-6,openai,neutral,Agent-11,openai,strategic,50,1
55,Agent-1,openai,neutral,Agent-3,claude,neutral,50,1
55,Agent-7,claude,neutral,Agent-2,openai,strategic,1,1
55,Agent-5,claude,competitive,Agent-12,openai,competitive,15,1
55,Agent-9,claude,strategic,Agent-10,claude,competitive,50,1
55,Agent-3,claude,neutral,Agent-9,claude,strategic,1,1
55,Agent-8,claude,strategic,Agent-1,openai,neutral,25,1
55,Agent-15,claude,cooperative,Agent-8,claude,strategic,10,1
55,Agent-11,openai,strategic,Agent-6,openai,neutral,10,1
56,Agent-14,openai,cooperative,Agent-4,claude,cooperative,5,1
56,Agent-9,claude,strategic,Agent-10,claude,competitive,50,1
56,Agent-6,openai,neutral,Agent-8,claude,strategic,10,1
56,Agent-1,openai,neutral,Agent-3,claude,neutral,10,1
56,Agent-11,openai,strategic,Agent-6,openai,neutral,10,1
56,Agent-5,claude,competitive,Agent-12,openai,competitive,20,1
56,Agent-7,claude,neutral,Agent-2,openai,strategic,1,1
56,Agent-3,claude,neutral,Agent-13,openai,cooperative,1,1
56,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
56,Agent-8,claude,strategic,Agent-1,openai,neutral,25,1
56,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
56,Agent-15,claude,cooperative,Agent-8,claude,strategic,5,1
57,Agent-15,claude,cooperative,Agent-8,claude,strategic,10,1
57,Agent-9,claude,strategic,Agent-10,claude,competitive,50,1
57,Agent-8,claude,strategic,Agent-13,openai,cooperative,25,1
57,Agent-13,openai,cooperative,Agent-8,claude,strategic,10,1
57,Agent-6,openai,neutral,Agent-8,claude,strategic,50,1
57,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
57,Agent-12,openai,competitive,Agent-5,claude,competitive,1,1
57,Agent-5,claude,competitive,Agent-12,openai,competitive,50,1
57,Agent-4,claude,cooperative,Agent-9,claude,strategic,25,1
57,Agent-3,claude,neutral,Agent-13,openai,cooperative,25,1
57,Agent-14,openai,cooperative,Agent-4,claude,cooperative,10,1
57,Agent-1,openai,neutral,Agent-8,claude,strategic,10,1
58,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
58,Agent-1,openai,neutral,Agent-8,claude,strategic,1,1
58,Agent-14,openai,cooperative,Agent-4,claude,cooperative,10,1
58,Agent-13,openai,cooperative,Agent-8,claude,strategic,25,1
58,Agent-9,claude,strategic,Agent-10,claude,competitive,50,1
58,Agent-16,openai,competitive,Agent-15,claude,cooperative,10,1
58,Agent-8,claude,strategic,Agent-15,claude,cooperative,40,1
58,Agent-3,claude,neutral,Agent-1,openai,neutral,25,1
58,Agent-5,claude,competitive,Agent-12,openai,competitive,50,1
58,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
58,Agent-6,openai,neutral,Agent-11,openai,strategic,10,1
58,Agent-15,claude,cooperative,Agent-8,claude,strategic,6,1
59,Agent-9,claude,strategic,Agent-10,claude,competitive,50,1
59,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
59,Agent-14,openai,cooperative,Agent-4,claude,cooperative,10,1
59,Agent-6,openai,neutral,Agent-11,openai,strategic,20,1
59,Agent-13,openai,cooperative,Agent-8,claude,strategic,25,1
59,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
59,Agent-12,openai,competitive,Agent-5,claude,competitive,1,1
59,Agent-11,openai,strategic,Agent-7,claude,neutral,1,1
59,Agent-3,claude,neutral,Agent-1,openai,neutral,50,1
59,Agent-8,claude,strategic,Agent-1,openai,neutral,25,1
59,Agent-16,openai,competitive,Agent-15,claude,cooperative,10,1
59,Agent-15,claude,cooperative,Agent-8,claude,strategic,3,1
59,Agent-5,claude,competitive,Agent-12,openai,competitive,50,1
59,Agent-1,openai,neutral,Agent-15,claude,cooperative,1,1
60,Agent-3,claude,neutral,Agent-1,openai,neutral,50,1
60,Agent-7,claude,neutral,Agent-11,openai,strategic,1,1
60,Agent-14,openai,cooperative,Agent-4,claude,cooperative,5,1
60,Agent-10,claude,competitive,Agent-9,claude,strategic,10,1
60,Agent-9,claude,strategic,Agent-10,claude,competitive,50,1
60,Agent-5,claude,competitive,Agent-12,openai,competitive,20,1
60,Agent-8,claude,strategic,Agent-15,claude,cooperative,25,1
60,Agent-13,openai,cooperative,Agent-8,claude,strategic,25,1
60,Agent-11,openai,strategic,Agent-7,claude,neutral,1,1
60,Agent-4,claude,cooperative,Agent-14,openai,cooperative,50,1
60,Agent-1,openai,neutral,Agent-8,claude,strategic,10,1
60,Agent-15,claude,cooperative,Agent-8,claude,strategic,10,1
61,Agent-15,claude,cooperative,Agent-8,claude,strategic,8,1
61,Agent-8,claude,strategic,Agent-6,openai,neutral,25,1
61,Agent-1,openai,neutral,Agent-8,claude,strategic,1,1
61,Agent-2,openai,strategic,Agent-3,claude,neutral,1,1
61,Agent-3,claude,neutral,Agent-1,openai,neutral,25,1
61,Agent-14,openai,cooperative,Agent-4,claude,cooperative,10,1
61,Agent-9,claude,strategic,Agent-10,claude,competitive,50,1
61,Agent-10,claude,competitive,Agent-9,claude,strategic,25,1
61,Agent-13,openai,cooperative,Agent-3,claude,neutral,2,1
61,Agent-12,openai,competitive,Agent-5,claude,competitive,10,1
61,Agent-6,openai,neutral,Agent-8,claude,strategic,10,1
61,Agent-4,claude,cooperative,Agent-14,openai,cooperative,20,1
61,Agent-5,claude,competitive,Agent-12,openai,competitive,15,1
61,Agent-7,claude,neutral,Agent-11,openai,strategic,1,1
61,Agent-11,openai,strategic,Agent-7,claude,neutral,1,1
62,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
62,Agent-7,claude,neutral,Agent-11,openai,strategic,1,1
62,Agent-15,claude,cooperative,Agent-8,claude,strategic,8,1
62,Agent-10,claude,competitive,Agent-9,claude,strategic,25,1
62,Agent-1,openai,neutral,Agent-15,claude,cooperative,10,1
62,Agent-5,claude,competitive,Agent-12,openai,competitive,25,1
62,Agent-8,claude,strategic,Agent-13,openai,cooperative,50,1
62,Agent-6,openai,neutral,Agent-8,claude,strategic,10,1
62,Agent-14,openai,cooperative,Agent-4,claude,cooperative,5,1
62,Agent-4,claude,cooperative,Agent-9,claude,strategic,10,1
62,Agent-3,claude,neutral,Agent-1,openai,neutral,25,1
62,Agent-13,openai,cooperative,Agent-3,claude,neutral,5,1
62,Agent-11,openai,strategic,Agent-7,claude,neutral,1,1
63,Agent-4,claude,cooperative,Agent-9,claude,strategic,5,1
63,Agent-5,claude,competitive,Agent-12,openai,competitive,1,1
63,Agent-7,claude,neutral,Agent-2,openai,strategic,1,1
63,Agent-13,openai,cooperative,Agent-8,claude,strategic,10,1
63,Agent-6,openai,neutral,Agent-10,claude,competitive,10,1
63,Agent-10,claude,competitive,Agent-9,claude,strategic,25,1
63,Agent-3,claude,neutral,Agent-1,openai,neutral,25,1
63,Agent-15,claude,cooperative,Agent-8,claude,strategic,8,1
63,Agent-11,openai,strategic,Agent-7,claude,neutral,1,1
63,Agent-14,openai,cooperative,Agent-4,claude,cooperative,10,1
63,Agent-8,claude,strategic,Agent-13,openai,cooperative,34,1
63,Agent-2,openai,strategic,Agent-3,claude,neutral,5,1
63,Agent-1,openai,neutral,Agent-15,claude,cooperative,10,1
63,Agent-9,claude,strategic,Agent-10,claude,competitive,50,1
64,Agent-11,openai,strategic,Agent-7,claude,neutral,1,1
64,Agent-6,openai,neutral,Agent-10,claude,competitive,5,1
64,Agent-5,claude,competitive,Agent-12,openai,competitive,25,1
64,Agent-15,claude,cooperative,Agent-8,claude,strategic,10,1
64,Agent-9,claude,strategic,Agent-10,claude,competitive,75,1
64,Agent-10,claude,competitive,Agent-9,claude,strategic,20,1
64,Agent-1,openai,neutral,Agent-3,claude,neutral,20,1
64,Agent-13,openai,cooperative,Agent-8,claude,strategic,1,1
64,Agent-7,claude,neutral,Agent-2,openai,strategic,1,1
64,Agent-8,claude,strategic,Agent-1,openai,neutral,50,1
64,Agent-12,openai,competitive,Agent-5,claude,competitive,1,1
64,Agent-4,claude,cooperative,Agent-9,claude,strategic,5,1
64,Agent-14,openai,cooperative,Agent-4,claude,cooperative,5,1
64,Agent-3,claude,neutral,Agent-1,openai,neutral,25,1
65,Agent-5,claude,competitive,Agent-12,openai,competitive,20,1
65,Agent-2,openai,strategic,Agent-3,claude,neutral,1,1
65,Agent-1,openai,neutral,Agent-3,claude,neutral,50,1
65,Agent-8,claude,strategic,Agent-1,openai,neutral,40,1
65,Agent-10,claude,competitive,Agent-9,claude,strategic,15,1
65,Agent-13,openai,cooperative,Agent-8,claude,strategic,1,1
65,Agent-3,claude,neutral,Agent-1,openai,neutral,25,1
65,Agent-12,openai,competitive,Agent-5,claude,competitive,25,1
65,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
65,Agent-14,openai,cooperative,Agent-4,claude,cooperative,5,1
65,Agent-15,claude,cooperative,Agent-8,claude,strategic,10,1
65,Agent-6,openai,neutral,Agent-10,claude,competitive,50,1
65,Agent-7,claude,neutral,Agent-2,openai,strategic,2,1
65,Agent-4,claude,cooperative,Agent-9,claude,strategic,5,1
66,Agent-5,claude,competitive,Agent-12,openai,competitive,15,1
66,Agent-3,claude,neutral,Agent-13,openai,cooperative,15,1
66,Agent-4,claude,cooperative,Agent-9,claude,strategic,25,1
66,Agent-12,openai,competitive,Agent-5,claude,competitive,25,1
66,Agent-14,openai,cooperative,Agent-4,claude,cooperative,5,1
66,Agent-6,openai,neutral,Agent-11,openai,strategic,10,1
66,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
66,Agent-1,openai,neutral,Agent-3,claude,neutral,10,1
66,Agent-13,openai,cooperative,Agent-3,claude,neutral,2,1
66,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
66,Agent-15,claude,cooperative,Agent-8,claude,strategic,10,1
66,Agent-8,claude,strategic,Agent-1,openai,neutral,25,1
67,Agent-11,openai,strategic,Agent-6,openai,neutral,10,1
67,Agent-15,claude,cooperative,Agent-8,claude,strategic,8,1
67,Agent-3,claude,neutral,Agent-1,openai,neutral,25,1
67,Agent-12,openai,competitive,Agent-5,claude,competitive,25,1
67,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
67,Agent-14,openai,cooperative,Agent-8,claude,strategic,5,1
67,Agent-10,claude,competitive,Agent-9,claude,strategic,15,1
67,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
67,Agent-8,claude,strategic,Agent-1,openai,neutral,25,1
67,Agent-1,openai,neutral,Agent-3,claude,neutral,5,1
67,Agent-5,claude,competitive,Agent-12,openai,competitive,25,1
67,Agent-13,openai,cooperative,Agent-3,claude,neutral,5,1
67,Agent-6,openai,neutral,Agent-11,openai,strategic,10,1
68,Agent-12,openai,competitive,Agent-5,claude,competitive,10,1
68,Agent-5,claude,competitive,Agent-12,openai,competitive,25,1
68,Agent-13,openai,cooperative,Agent-3,claude,neutral,10,1
68,Agent-10,claude,competitive,Agent-9,claude,strategic,20,1
68,Agent-1,openai,neutral,Agent-15,claude,cooperative,1,1
68,Agent-3,claude,neutral,Agent-1,openai,neutral,25,1
68,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
68,Agent-15,claude,cooperative,Agent-8,claude,strategic,10,1
68,Agent-4,claude,cooperative,Agent-9,claude,strategic,30,1
68,Agent-16,openai,competitive,Agent-15,claude,cooperative,10,1
68,Agent-8,claude,strategic,Agent-14,openai,cooperative,35,1
68,Agent-2,openai,strategic,Agent-3,claude,neutral,1,1
69,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
69,Agent-8,claude,strategic,Agent-14,openai,cooperative,15,1
69,Agent-10,claude,competitive,Agent-9,claude,strategic,20,1
69,Agent-12,openai,competitive,Agent-5,claude,competitive,1,1
69,Agent-6,openai,neutral,Agent-10,claude,competitive,5,1
69,Agent-3,claude,neutral,Agent-1,openai,neutral,30,1
69,Agent-14,openai,cooperative,Agent-8,claude,strategic,10,1
69,Agent-11,openai,strategic,Agent-5,claude,competitive,10,1
69,Agent-5,claude,competitive,Agent-12,openai,competitive,20,1
69,Agent-15,claude,cooperative,Agent-8,claude,strategic,20,1
69,Agent-4,claude,cooperative,Agent-9,claude,strategic,30,1
69,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
69,Agent-13,openai,cooperative,Agent-3,claude,neutral,10,1
70,Agent-9,claude,strategic,Agent-4,claude,cooperative,40,1
70,Agent-10,claude,competitive,Agent-9,claude,strategic,20,1
70,Agent-5,claude,competitive,Agent-12,openai,competitive,25,1
70,Agent-13,openai,cooperative,Agent-3,claude,neutral,5,1
70,Agent-14,openai,cooperative,Agent-8,claude,strategic,10,1
70,Agent-12,openai,competitive,Agent-5,claude,competitive,10,1
70,Agent-2,openai,strategic,Agent-3,claude,neutral,10,1
70,Agent-8,claude,strategic,Agent-1,openai,neutral,40,1
70,Agent-11,openai,strategic,Agent-6,openai,neutral,10,1
70,Agent-15,claude,cooperative,Agent-8,claude,strategic,10,1
